Author,h-index
"Ortiz, Melanie",1
"Wang, Yulian",1
"Sanchez-Esteban, Juan",1
"Dokpesi, Justina O.",2
"Tatham, Kate C.",1
"Wilson, Michael R.",2
"Shi, Xiaolian",1
"Xu, Jia",1
"Yin, Lianhua",1
"Xiao, Guozhi",1
"Scott, Melanie J.",1
"Wilson, Mark A.",1
"Xiao, Bo",1
"Xu, Jing",2
"Jiang, Peng",1
"Fang, Fang",1
"Huang, Jian",1
"Wang, Jianchun",1
"Gerber, Michael H.",1
"Menge, Tyler D.",1
"Wataha, Kathryn A.",1
"Zhao, Yuhai",1
"Baumgartner, John Adam",1
"Letourneau, Phillip A.",1
"Huby, Maria P.",1
"Baer, Lisa A.",1
"Salsbury, John R.",1
"Kozar, Rosemary A.",1
"Wade, Charles E.",1
"Walker, Peter A.",1
"Dash, Pramod K.",1
"Cox, Charles S., Jr.",1
"Doursout, Marie-Francoise",1
"Holcomb, John B.",1
"Krzyzaniak, Michael J.",1
"Peterson, Carrie Y.",1
"Loomis, William",1
"Wolf, Paul",1
"Kennedy, Vince",1
"Putnam, James G.",1
"Baird, Andrew",1
"van der Heijden, Melanie",1
"Paul, Marinus A.",1
"Groeneveld, A. B. Johan",1
"Losa, Davide",1
"Chanson, Marc",1
"Crespin, Sophie",1
"Yang, Yu",1
"Li, Qi",1
"Deng, Zhaoxia",1
"Zhang, Zhiyuan",1
"Xu, Jiancheng",1
"Gorshkova, Irina A.",1
"He, Donghong",1
"Su, Yanlin",1
"Pendyala, Srikanth",1
"Oskouian, Babak",1
"Saba, Julie D.",1
"Lindsay, Christopher D.",1
"Makarova, Anastasia M.",1
"Lebedeva, Tatiana V.",1
"Nassar, Taher",1
"Higazi, Abd Al-Roof",1
"Xue, Jing",1
"Carinato, Maria E.",1
"Bdeir, Khalil",1
"Cines, Douglas B.",1
"Stepanova, Victoria",1
"Simmons, J. T.",1
"Bertok, Szabolcs",1
"Dorr, Anthony D.",1
"Marczin, Nandor",1
"Zuleta, Andres",1
"Wakamoto, Shinobu",1
"Fujihara, Mitsuhiro",1
"Takahashi, Daisuke",1
"Niwa, Koichi",1
"Sato, Shinichiro",1
"Kato, Toshiaki",1
"Azuma, Hiroshi",1
"Ikeda, Hisami",1
"Zhang, Wan-Fu",1
"Zhu, Xiong-Xiang",1
"Xu, Cheng-Feng",1
"Wang, Yun-Chuan",1
"Lv, Gen-Fa",1
"Jang, An Soo",1
"Concel, Vincent J.",1
"Bein, Kiflai",1
"Brant, Kelly A.",1
"Liu, Shannen",1
"Pope-Varsalona, Hannah",1
"Dopico, Richard A., Jr.",1
"Di, Y. P. Peter",1
"Knoell, Daren L.",1
"Barchowsky, Aaron",1
"Leikauf, George D.",1
"Li, Hui-Hua",1
"Wasserloos, Karla J.",1
"Tyurina, Yulia Y.",1
"Kagan, Valerian E.",1
"Wang, Xiaorong",1
"Liu, Zhao-Qian",1
"Stoyanovsky, Detcho",1
"Zhang, Li-Ming",1
"Eun, John C.",1
"Lam, Chen-Fuh",1
"Roan, Jun-Neng",1
"Lee, Chou-Hwei",1
"Chang, Pei-Jung",1
"Huang, Chein-Chi",1
"Liu, Yen-Chin",1
"Jiang, Meei-Jyh",1
"Tsai, Yu-Chuan",1
"Wang, Yan-lei",1
"Hu, Sanyuan",1
"Reynolds, Albert B.",1
"Wolfson, Rachel K.",1
"Stowell, Sean R.",1
"Lee, Seon-Jin",1
"Choi, Augustine M. K.",1
"Perl, Mario",1
"Wasel, Wiebke",1
"Bohle, Rainer M.",1
"Hattar, Katja",1
"Reil, Angelika",1
"Bux, Juergen",1
"Devaney, James",1
"Contreras, Maya",1
"Gurzu, Simona",1
"Jung, Ioan",1
"Azamfirei, Leonard",1
"Shin, Bong Young",1
"Solomon, Raluca",1
"Demian, Daria",1
"Kovacs, Judith",1
"Kim, Han Kyeom",1
