Author,h-index
"Villalba, Nuria",1
"Kistler, Erik B.",1
"Wu, Mack H.",2
"Yuan, Sarah Y.",2
"Wu, Dingqian",1
"Fu, Xiaoxiao",1
"Ye, Ligang",1
"Han, Shu",1
"Zhang, Mao",1
"Kang, Sujin",1
"Tanaka, Toshio",1
"Inoue, Hitomi",1
"Ono, Chikako",1
"Hashimoto, Shoji",1
"Kioi, Yoshiyuki",1
"Matsumoto, Hisatake",1
"Matsuura, Hiroshi",1
"Matsubara, Tsunehiro",1
"Shimizu, Kentaro",1
"Ogura, Hiroshi",1
"Matsuura, Yoshiharu",1
"Kishimoto, Tadamitsu",1
"Acosta, Manuel A. Torres",1
"Singer, Benjamin D.",1
"Anwar, Mumtaz",1
"Ito, Homare",1
"Kimura, Hiroaki",1
"Karasawa, Tadayoshi",1
"Hisata, Shu",1
"Sadatomo, Ai",1
"Inoue, Yoshiyuki",1
"Yamada, Naoya",1
"Aizawa, Emi",1
"Hishida, Erika",1
"Kamata, Ryo",1
"Komada, Takanori",1
"Watanabe, Sachiko",1
"Kasahara, Tadashi",1
"Horie, Hisanaga",1
"Kitayama, Joji",1
"Sata, Naohiro",1
"Yamaji-Kegan, Kazuyo",1
"Takahashi, Masafumi",1
"Jiang, Jinyao",1
"Xu, Shiqing",1
"Lu, Zilong",2
"Feng, Haojie",2
"Shen, Xiaokang",1
"He, Ruyuan",1
"Meng, Heng",1
"Lin, Weichen",1
"Xu, Fan",2
"Yu, Hong",1
"Liu, Yajun",1
"Wang, Meifang",1
"Restrepo, Ricardo J.",1
"Wang, Derek",1
"Kalogeris, Theodore J.",1
"Neumann, William L.",1
"Ford, David A.",2
"Korthuis, Ronald J.",1
"Zhu, Banghui",1
"Wu, Guosheng",1
"Xiao, Yongqiang",1
"Jin, Jian",1
"Wang, Kangan",1
"Jiang, Yong",1
"Sun, Yu",1
"Ben, Daofeng",1
"Xia, Zhaofan",1
"Okada, Hideshi",3
"Yoshida, Shozo",3
"Hara, Akira",1
"Ogura, Shinji",3
"Tomita, Hiroyuki",3
"Wazny, Vanessa",1
"Siau, Anthony",1
"Wu, Kan Xing",1
"Cheung, Christine",1
"Jiang, Wen-Yang",1
"Ren, Jie",1
"Zhang, Xing-Hua",1
"Yao, Xiao-Li",1
"Li, Dong-Hang",1
"Xiong, Rui",1
"Fan, Tao",1
"Pellegrini, Giovanni",0
"Williams, Dominic Paul",0
"Amadio, Daniele",0
"Park, Brian Kevin",0
"Kipar, Anja",1
"Shadab, Mohammad",1
"Slavin, Spencer A.",4
"Leonard, Antony",9
"Li, Zi-Ming",1
"Xu, Sheng-Ya",1
"Feng, Yi-Zhuo",1
"Cheng, Yu-Rui",1
"Xiong, Jian-Bing",1
"Zhou, Yong",1
"Guan, Cha-Xiang",1
"Srivastava, Nityanand",1
"Tauseef, Mohammad",7
"Amin, Ruhul",2
"Joshi, Bhagwati",1
"Kini, Vidisha",1
"Klomp, Jennifer",1
"Li, Weenan",1
"Knezevic, Nebojsa",2
"Barbera, Nicolas",1
"Siddiqui, Shahid",1
"Obukhov, Alexander G.",2
"Karginov, Andrei",1
"Levitan, Irena",1
"Komorova, Yulia A.",2
"James, Joel",1
"Srivastava, Anup",3
"Varghese, Mathews Valuparampil",1
"Eccles, Cody A.",1
"Rafikova, Olga",2
"Rafikov, Ruslan",6
"Maekawa, Tomoki",1
"Tamura, Hikaru",1
"Domon, Hisanori",1
"Hiyoshi, Takumi",1
"Isono, Toshihito",1
"Yonezawa, Daisuke",1
"Hayashi, Naoki",1
"Takahashi, Naoki",1
"Tabeta, Koichi",1
"Maeda, Takeyasu",1
"Oda, Masataka",1
"Ziogas, Athanasios",1
"Alexaki, Vasileia Ismini",1
"Chavakis, Triantafyllos",1
"Terao, Yutaka",1
"Hajishengallis, George",1
"Mu, Shengtian",2
"Tang, Jie",0
"Ma, Jian-Qi",0
"Zhong, Yu",0
"Liu, Han-Zhe",0
"Ma, Xiao-Chun",0
"Zheng, Zhen",0
"Zhang, Jisen",1
"Su, Meiling",1
"Yin, Zongning",2
"Ding, Hongguang",1
"Liu, Xinqiang",1
"Li, Xusheng",1
"Wen, Miaoyun",1
"Li, Ya",1
"Han, Yongli",1
"Huang, Linqiang",1
"Liu, Mengting",1
"Zeng, Hongke",2
"Wyman, Anne E.",1
"Nguyen, Trang T. T.",1
"Tulapurkar, Mohan E.",3
"Feng, Theresa G.",1
"Dabo, Abdoulaye J.",1
"Todd, Nevins W.",1
"Luzina, Irina G.",1
"Geraghty, Patrick",1
"Foronjy, Robert F.",1
"Hasday, Jeffrey D.",3
"Atamas, Sergei P.",1
"Tomita, Kengo",1
"Saito, Yuna",1
"Suzuki, Tokiko",2
"Imbaby, Samar",1
"Hattori, Kohshi",2
"Matsuda, Naoyuki",2
"Hattori, Yuichi",2
"Suzuki, Kodai",2
"Takemura, Genzou",2
"Takada, Chihiro",2
"Yano, Hirohisa",2
"Muraki, Isamu",1
"Zaikokuji, Ryogen",2
"Kuroda, Ayumi",2
"Fukuda, Hirotsugu",1
"Nishio, Ayane",1
"Takashima, Shigeo",1
"Suzuki, Akio",1
"Miyazaki, Nagisa",2
"Fukuta, Tetsuya",2
"Yamada, Noriaki",1
"Watanabe, Takatomo",2
"Doi, Tomoaki",1
"Yoshida, Takahiro",2
"Kumada, Keisuke",1
"Ushikoshi, Hiroaki",2
"Chen, Chuan-Mu",1
"Lu, Hsiao-Ching",1
"Tung, Yu-Tang",1
"Fattahi, Fateme",1
"Grailer, Jamison J.",2
"Parlett, Michella",1
"Lu, Hope",1
"Malan, Elizabeth A.",1
"Abe, Elizabeth",1
"Russell, Mark W.",1
"Frydrych, Lynn M.",1
"Delano, Matthew J.",1
"Zetoune, Firas S.",2
"Ward, Peter A.",2
"Shil, Aparna",2
"Xiong, Shiqin",1
"Huang, Longshuang",3
"Tsukasaki, Yoshikazu",1
"Nepal, Saroj",1
"Di, Anke",2
"Wu, Wei",2
"Ye, Zhiming",1
"Gao, Xiaopei",1
"Rao, Gadiparthi N.",1
"Rehman, Jalees",2
"Younes, Nadim",1
"Zhou, Louis",1
"Schaefer, Inga-Marie",1
"Solomon, Isaac H.",1
"Kanjilal, Sanjat",1
"Hammer, Mark M.",1
"Hornick, Jason L.",1
"Sholl, Lynette M.",1
"Saguil, Aaron",1
"Fargo, Matthew, V",1
"Whyte, Claire S.",1
"Mitchell, Joanne L.",1
"Chowdary, Pratima",1
"Goodwin, Andrew J.",2
"Li, Pengfei",1
"Halushka, Perry V.",2
"Cook, James A.",2
"Sumal, Aman S.",1
"Fan, Hongkuan",2
"Fu, Panfeng",4
"Ramchandran, Ramaswamy",1
"Shaaya, Mark",1
"Ebenezer, David L.",1
"Jiang, Ying",1
"Vogel, Stephen M.",5
"Du, Guangwei",1
"Tonks, Nicholas K.",1
"Qiao, Jiajia",1
"He, Rui",1
"Yin, Yonghua",1
"Tian, Li",1
"Li, Ling",1
"Lian, Zhengqiu",1
"Fang, Peng",1
"Liu, Zhong",1
"Yu, Wen-Ying",1
"Li, Lan",1
"Wu, Fang",1
"Zhang, Huan-Huan",1
"Fang, Jie",1
"Zhong, Yu-Sen",1
"Yu, Chen-Huan",1
"Su, Shihong",1
"Xu, Aihui",1
"Chen, Yang",1
"Li, Wanzhen",1
"Zha, Xiaojun",1
"Wang, Yani",1
"Abedi, Farshad",1
"Hayes, A. Wallace",1
"Reiter, Russel",1
"Karimi, Gholamreza",1
"Liang, Jiang",2
"Yuan, Shiwen",1
"Wang, Xiaohua",1
"Lei, Yan",1
"Zhang, Xuemei",1
"Huang, Mingcheng",2
"Ouyang, Hui",2
"Rizzo, Alicia N.",8
"Demeritte, Regaina",1
"Yao, Meng-Ying",1
"Zhang, Wei-Hong",1
"Ma, Wen-Tao",1
"Liu, Qiu-Hong",1
"Xing, Li-Hua",1
"Zhao, Gao-Feng",1
"van de Veerdonk, Frank L.",1
"Netea, Mihai G.",1
"van Deuren, Marcel",1
"van der Meer, Jos W. M.",1
"de Mast, Quirijn",1
"Brueggemann, Roger J.",1
"van der Hoeven, Hans",1
"Goligorsky, Michael S.",1
"Sun, Dong",1
"Su, Pei Yi",1
"Yule, David, I",2
"Xu, Shumin",2
"Yang, Qian",1
"Bai, Jianwen",2
"Tao, Tianzhu",1
"Tang, Lunxian",1
"Chen, Yaping",1
"Fallon, Eleanor A.",2
"Zhu, Tao",1
"Cho, Hye-Youn",1
"Kleeberger, Steven R.",1
"Trent, Brandon",1
"Liang, Yuejin",1
"Xing, Yan",1
"Esqueda, Marisol",1
"Wei, Yang",1
"Cho, Nam-Hyuk",1
"Kim, Hong-Il",1
"Kim, Yeon-Sook",1
"Shelite, Thomas R.",1
"Cai, Jiyang",1
"Sun, Jiaren",1
"Bouyer, Donald H.",1
"Liu, Jinjun",1
"Soong, Lynn",1
"Zhan, Qionghui",1
"Ma, Xiaoxiao",1
"He, Zhenzhou",1
"Zhang, Dong",3
"Zhu, Wei-wei",1
"Niethamer, Terren K.",1
"Stabler, Collin T.",1
"Leach, John P.",1
"Zepp, Jarod A.",1
"Morley, Michael P.",1
"Babu, Apoorva",1
"Zhou, Su",1
"Morrisey, Edward E.",1
"Qiu, Nan",1
"Xu, Xinmei",1
"He, Yingying",1
"Mao, Min",1
"Shen, Tingting",1
"Yu, Hao",1
"Zhang, Junting",1
"Chen, Xinxin",1
"Zhao, Xijuan",1
"Zhu, Daling",1
"Yang, Li-Li",1
"Bhandari, Suwas",1
"Liu, Yongjian",2
"Scott, Aaron",1
"Smith, Fang Gao",1
"Li, Yuan",1
"Chen, Hongguang",1
"Shu, Ruichen",1
"Zhang, Xiaobei",1
"Yu, Yonghao",1
"Liu, Xiaofeng",1
"Xu, Kuibin",1
"Lopes-Pacheco, Miqueias",1
"Robba, Chiara",1
"Macedo Rocco, Patricia Rieken",2
"Dong, Xiaoliang",1
"Zheng, Shuangning",1
"Sun, Jinbing",1
"Ye, Juan",1
"Chen, Jiao",1
"Fang, Yuan",1
"Zhao, Bing",1
"Yin, Zhimin",1
"Cao, Peng",1
"Luo, Lan",1
"Deng, Qiufang",1
"Pan, Baihong",1
"Alam, Hasan B.",2
"Liang, Yingjian",2
"Wu, Zhenyu",1
"Liu, Baoling",2
"Mor-Vaknin, Nirit",1
"Duan, Xiuzhen",1
"Williams, Aaron M.",1
"Tian, Yuzi",1
"Zhang, Justin",1
"Li, Yongqing",2
"Marciniak, Alexander",1
"Chiang, Eddie T.",5
"Bittman, Robert",4
"Polt, Robin",1
"Perez, Ruth G.",1
"Geng, Ping",1
"Yu, Fen",1
"Xu, Jiyang",1
"Yang, Yan",1
"Xu, Min",1
"Wang, Huihui",1
"Leng, Chenghui",1
"Sun, Junli",1
"Xin, Keke",1
"Ge, Jianlin",1
"Feng, Xiaojing",1
"Li, Yajie",0
"Shi, Jun",0
"Xu, Qiaolian",1
"Wang, Jun",2
"Zheng, Yun",0
"Zhou, Dengchuan",0
"Dal, Chengcai",0
"Cheng, Jun",0
"Li, Jiabin",0
"Zheng, Yijuan",1
"Guo, Feng",6
"Zhao, Quanming",2
"Huan, Jingning",5
"Zhou, Yile",1
"Yang, Yajie",1
"Liang, Tao",1
"Tang, Haihong",1
"Song, Dongli",2
"Fang, Hao",2
"Moura, Gabriel Candido",1
"Costa, Douglas de Sousa",1
"Murillo, Oscar",1
"Farias Marinho, Claudio Romero",1
"Rommel, Marcel G. E.",1
"Milde, Christian",1
"Eberle, Regina",1
"Schulze, Harald",1
"Modlich, Ute",1
"Wei, Jianxin",1
"Shah, Dilip",3
"Torres, Claudio",1
"Bhandari, Vineet",3
"Chang, Jae C.",1
"Lin, Chi-Shiuan",1
"Mo, Min-Hsiang",1
"Ye, Wen",2
"Zheng, Chenlei",1
"Yu, Dinglai",2
"Zhang, Fan",2
"Pan, Reguang",1
"Ni, Xiaofeng",1
"Shi, Zhehao",2
"Zhang, Zhongjing",1
"Xiang, Yukai",1
"Sun, Hongwei",3
"Shi, Keqing",1
"Zhang, Qiyu",1
"Zhou, Mengtao",3
"Alam, Mohammad Afaque",2
"Betal, Suhita Gayen Nee",1
"Aghai, Zubair H.",1
"Zhang, Chuankai",1
"Gao, Chengjin",3
"Ji, Jing-jing",1
"Fan, Jie",3
"Ye, Lechi",1
"Xu, Honglei",1
"Xu, Hanyan",1
"Xu, Lingna",1
"Hou, Tongtong",1
"Yang, Bowen",1
"Zhao, Xuan",1
"Xi, Mingrong",1
"Takei, Yusuke",1
"Yamada, Mitsuhiro",1
"Saito, Koji",1
"Kameyama, Yoshinobu",1
"Sugiura, Hisatoshi",1
"Makiguchi, Tomonori",1
"Fujino, Naoya",1
"Koarai, Akira",1
"Toyama, Hiroaki",1
"Saito, Kazutomo",1
"Ejima, Yutaka",1
"Kawazoe, Yu",1
"Kudo, Daisuke",1
"Kushimoto, Shigeki",1
"Yamauchi, Masanori",1
"Ichinose, Masakazu",1
"Twaddell, Scott H.",1
"Baines, Katherine J.",1
"Grainge, Christopher",1
"Gibson, Peter G.",1
"Claser, Carla",1
"Nguee, Samantha Yee Teng",1
"Balachander, Akhila",1
"Howland, Shanshan Wu",1
"Becht, Etienne",1
"Gunasegaran, Bavani",1
"Hartimath, Siddesh V.",1
"Lee, Audrey W. Q.",1
"Ho, Jacqueline Theng Theng",1
"Ong, Chee Bing",1
"Newell, Evan W.",1
"Goggi, Julian",1
"Ng, Lai Guan",1
"Renia, Laurent",1
"Punsawad, Chuchard",1
"Viriyavejakul, Parnpen",1
"Bijli, Kaiser M.",4
"Santos, Dawling A. Dionisio",1
"Noel-MacDonnell, Janelle",1
"Rajasingh, Johnson",2
"Ye, Shui Qing",1
"Rasmuson, Joel",1
"Kenne, Ellinor",1
"Wahlgren, Mats",1
"Soehnlein, Oliver",1
"Lindbom, Lennart",1
"Tariket, Sofiane",1
"Hamzeh-Cognasse, Hind",1
"Laradi, Sandrine",1
"Arthaud, Charles-Antoine",1
"Eyraud, Marie-Ange",1
"Bourlet, Thomas",1
"Berthelot, Philippe",1
"Garraud, Olivier",1
"Cognasse, Fabrice",1
"Huang, Weifeng",2
"Cao, Yongmei",2
"Liu, Yujing",1
"Ping, Feng",1
"Shang, Jiawei",1
"Zhang, Zhongwei",1
"Li, Yingchuan",3
"Huang, Xiaojia",4
"Zhao, David X.",1
"Hu, Guochang",3
"Akhtar, Suhail",1
"McDonough, Kelli",1
"Morishita, Kentaro",1
"Oda, Kazumasa",1
"Matsuo, Saori",1
"Uchida, Akihiro",1
"Sampei, So",1
"Kawaguchi, Tomonori",1
"Maekawa, Yoichi",1
"Wang, Lina",1
"Cao, Yapeng",1
"Zhou, Yaqi",1
"Yang, Qiuhua",1
"Xu, Jiean",1
"Ma, Qian",1
"Zhang, Xiaoyu",1
"Wang, Jingjing",2
"Mao, Xiaoxiao",1
"Zeng, Xianqiu",1
"Hong, Mei",1
"Liu, Zhiping",1
"Huo, Yuqing",2
"Xing, Dongqi",1
"Wells, J. Michael",2
"Giordano, Samantha S.",1
"Feng, Wenguang",1
"Gaggar, Amit",2
"Yan, Jie",1
"Hage, Fadi G.",1
"Chen, Yiu-Fai",1
"Oparil, Suzanne",1
"Lin, Yu-Chun",1
"Liao, Yu-Jou",1
"Lee, Ying-Hsuan",1
"Tseng, Shun-Fu",1
"Liu, Jah-Yao",1
"Chen, Ying-Sheng",1
"Shui, Hao-Ai",1
"Lin, Feng-Zhi",1
"Lin, Kai-Hsuan",1
"Chen, Yao-Chang",1
"Sytwu, Huey-Kang",1
"Wang, Chih-Chien",1
"Chuang, Yi-Ping",1
"Brenner, Max",2
"Chen, Qiuhua",1
"Liu, Junjun",1
"Wang, Wanqiu",1
"Liu, Suzi",1
"Yang, Xiaoting",1
"Chen, Mingqi",1
"Cheng, Lu",1
"Lu, Jun",1
"Guo, Tao",1
"Huang, Fengjie",1
"Chen, Wenxia",1
"Wang, Shumin",1
"Xiang, Hengjie",1
"Liu, Jie",1
"Zhang, Yudan",1
"Zhou, Shasha",1
"Du, Tao",1
"Shan, Lei",1
"Horikami, Daiki",1
"Toya, Naoki",1
"Kobayashi, Koji",1
"Omori, Keisuke",1
"Nagata, Nanae",1
"Murata, Takahisa",2
"Novosel, Esther",1
"Borchers, Kirsten",1
"Kluger, Petra J.",1
"Mantalaris, Athanasios",1
"Matheis, Georg",1
"Pistolesi, Massimo",1
"Schneider, Joerg",1
"Wenz, Annika",1
"Lelkes, Peter I.",1
"Cao, Lirong",1
"Hu, Lili",1
"Hu, Dan",1
"Zadeh, Jenia Kouchek",1
"Ruemmler, Robert",1
"Hartmann, Erik Kristoffer",1
"Ziebart, Alexander",1
"Ludwig, Marion",1
"Patzak, Andreas",1
"Xia, Ning",1
"Li, Huige",1
"Pfeiffer, Norbert",1
"Gericke, Adrian",1
"Patil, Sahebgowda Sidramagowda",1
"Hernandez-Cueryo, Helena",1
"Fukumoto, Jutaro",1
"Narala, Venkata Ramireddy",1
"Saji, Smita",1
"Borra, Monica",1
"Alleyn, Matthew",1
"Lin, Muling",1
"Soundararajan, Ramani",1
"Lockey, Richard",1
"Kolliputi, Narasaiah",1
"Galam, Lakshmi",1
"Yang, Nana",1
"Tian, Hua",1
"Zhan, Enxin",1
"Zhai, Lei",1
"Jiao, Peng",1
"Yao, Shutong",1
"Lu, Guohua",1
"Mu, Qingjie",1
"Zhao, Aihua",1
"Zhou, Yadong",1
"Qin, Shucun",1
"Chen, Jiameng",1
"Wang, Huiqi",1
"Fan, Yiwen",1
"Li, Wenjie",1
"Chen, Yuanzhuo",1
"Pan, Shuming",1
"Yang, Chen",1
"Sui, Xintong",1
"Guo, Liang",1
"Zhu, Zhongming",1
"Liu, Yina",2
"Wang, Liang",1
"Lou, Jian",1
"Hu, Yue",1
"Wu, Min-dan",1
"Che, Luan-qing",1
"Wu, Yin-fang",1
"Zhao, Yun",1
"Tian, Bao-ping",1
"Bao, Zheng-qiang",1
"Zhu, Chen",1
"Wu, Yan-ping",1
"He, Lu-lu",1
"Bai, Chunxue",4
"Zhou, Jian",7
"Ying, Song-min",1
"Li, Wen",2
"Chen, Zhihua",2
"Chen, Da-xin",1
"Dorling, Anthony",1
"Shen, Huahao",2
"Tan, Wen",1
"Zhang, Chaoji",1
"Liu, Jianzhou",1
"Miao, Qi",1
"Fu, Cuiping",1
"Hao, Shengyu",1
"Xu, Xiaobo",1
"Liu, Zilong",2
"Lu, Huan",1
"Wang, Limin",1
"Jin, Weizhong",1
"Li, Shanqun",1
"Weng, Jie",1
"Zhou, Xiaoming",1
"Xie, Hui",2
"Gao, Ye",1
"Wang, Zhiyi",1
"Kelly, Gabriel T.",2
"Faraj, Reem",1
"Zhang, Yao",1
"Maltepe, Emin",1
"Trivedi, Alpa",1
"Miyazawa, Byron",1
"Gibb, Stuart",1
"Valanoski, Kristen",1
"Vivona, Lindsay",1
"Lin, Maximillian",1
"Potter, Daniel",1
"Stone, Mars",1
"Norris, Philip J.",1
"Murphy, James",1
"Smith, Sawyer",1
"Schreiber, Martin",1
"Pati, Shibani",2
"Fang, Yun",2
"Wu, David",2
"Fergie, Nicola",1
"Todd, Naomi",1
"McClements, Lana",1
"Krasnodembskaya, Anna",1
"Zhang, Chenou",1
Trang Nguyen,1
"Das, Pragnya",1
"Mahajan, Nidhi",1
"Romero, Freddy",2
"Singh, Harpreet",1
"Shen, Yaxing",1
"Wang, Yingqin",1
"Chen, Zhenglong",1
"Zhang, Lin",2
"Yu, Jie",3
"Vazquez-Medina, Jose Pablo",1
"Tao, Jian-Quin",1
"Patel, Priyal",1
"Bannitz-Fernandes, Renata",1
"Dodia, Chandra",1
"Sorokina, Elena M.",1
"Feinstein, Sheldon I.",1
"Chatterjee, Shampa",1
"Fisher, Aron B.",1
"Xu, Jian",2
"Wei, Guihong",1
"Yu, Min",2
"Zeng, Xiaoning",1
"Wang, Hong",2
"Xie, Weiping",2
"Kong, Hui",2
"Zhu, M.",2
"Wang, L.",2
"Yang, J.",1
"Xie, K.",1
"Liu, S.",1
"Xu, C.",1
"Wang, J.",2
"Gu, L.",1
"Ni, Z.",1
"Xu, G.",1
"Che, M.",1
"Zhao, Jiangnan",1
"Zhu, Meiying",1
"Jiang, Hao",1
"Shen, Simen",1
"Su, Xin",3
"Shi, Yi",2
"Tian, Yufeng",11
"Ohmura, Tomomi",3
"Sitikov, Albert",2
"Sarich, Nicolene",9
"Montgomery, Christopher P.",1
"Artham, Sandeep",1
"Gao, Fei",1
"Verma, Arti",1
"Alwhaibi, Abdulrahman",1
"Sabbineni, Harika",1
"Hafez, Sherif",1
"Ergul, Adviye",1
"Son, Sophia",2
"Berdyshev, Evgeny",5
"Bochkov, Valery N.",4
"Zhang, Xi-Wen",1
"Zheng, Guizhen",1
"Ben, Huijuan",1
"Li, Hongqiang",1
"Li, Xiuhua",1
"Dong, Tiancao",1
"Yan, Yanli",1
"Sun, Bingke",1
"Li, Yusheng",1
"Grose, Valerie",3
"Paton, Adrienne W.",2
"Paton, James C.",2
"Fawad, Muhammad",0
"Abbas, Muhammad",0
"Zhang, Limin",0
"Zhang, Yuping",0
"Guo, Yaxiong",0
"Hough, Rebecca F.",1
"Islam, Mohammad N.",2
"Gusarova, Galina A.",1
"Jin, Guangchun",1
"Das, Shonit",2
"Bhattacharya, Jahar",4
"Nova, Zuzana",1
"Skovierova, Henrieta",1
"Calkovska, Andrea",1
"Pellowe, Amanda S.",1
"Sauler, Maor",2
"Merola, Jonathan",1
"Liu, Rebecca",1
"Calderon, Brenda",1
"Lauridsen, Holly M.",1
"Harris, Mariah R.",1
"Leng, Lin",2
"Tilstam, Pathricia V.",1
"Pober, Jordan S.",1
"Bucala, Richard",2
"Lee, Patty J.",5
"Gonzalez, Anjelica L.",1
"Wang, Bao Q.",1
"Shi, Meng",2
"Zhang, Jian P.",1
"Wu, Xie",1
"Chang, Mei J.",1
"Song, Yuanlin",5
"Pooladanda, Venkatesh",1
"Thatikonda, Sowjanya",1
"Bale, Swarna",1
"Pattnaik, Bijay",1
"Sigalapalli, Dilep Kumar",1
"Bathini, Nagendra Babu",1
"Singh, Shashi Bala",1
"Godugu, Chandraiah",1
"Fan, Qiying",2
"Mao, Hua",2
"Xie, Liang",2
"Pi, Xinchun",2
"He, Mengyu",1
"Shi, Wen",1
"Jin, Linling",1
"Huang, Xuqing",1
"Zhu, Junqi",1
"Jiang, Yuyue",1
"Xu, Changqing",1
"Lv, Qun",1
"Yu, Dongwei",1
"Shi, Kai",1
"Ruan, Zhaoyang",1
"Jiang, Saiping",2
"Li, Shujuan",3
"Xu, Xiaoling",3
"Wang, Xiaojuan",3
"Kang, Xuqi",3
"Qi, Jing",2
"Lu, Xiaoyang",1
"Wu, Jiahui",1
"Du, Yongzhong",4
"Xiao, Yonghong",1
"Jin, Feiyang",1
"Liu, Di",1
"Yu, Hui",1
"You, Yuchan",1
"Lu, Kongjun",1
"Ying, Xiaoying",1
"You, Jian",1
"Ji, Jiansong",1
"Meliton, Angelo Y.",8
"Kerr, Nadine A.",1
"Vaccari, Juan Pablo de Rivero",1
"Umland, Oliver",1
"Bullock, M. Ross",1
"Conner, Gregory E.",1
"Dietrich, W. Dalton",1
"Keane, Robert W.",1
"Li, Hua",1
"Hou, Huan",1
"Liu, Shuang",1
"Feng, Yangyang",1
"Zhong, Wansi",1
"Hu, Xiaojuan",1
"Yan, Nianlong",1
"Meng, Li",1
"Cao, Haohao",1
"Wan, Chunhua",1
"Jiang, Lintao",1
"Lv, Lu",1
"Zhai, Peng",1
"Long, Tao",1
"Zhou, Qiang",1
"Pan, Huiwen",1
"Botwe, Godwin",1
"Wang, Liming",3
"Wang, Qun",1
"Tan, Lijie",1
"Zhang, Xue-Peng",1
"Zhang, Wei-Tao",1
"Qiu, Yue",1
"Ju, Min-Jie",1
"Tu, Guo-Wei",1
"Luo, Zhe",1
"Wang, Guokang",1
"Xu, Lexing",1
"Hou, Shanshan",1
"Chen, Ziwei",1
"Liu, Fuhe",1
"Monaghan, Sean F.",2
"Huang, Xin",1
"Huang, Lina",2
"Zhang, Xiaohua",2
"Ma, Xiaohong",1
"Li, Dongxiao",1
"Feng, Jiali",1
"Pan, Xinjie",1
"Lu, Junhong",2
"Liu, Xiangyong",5
"Li, Shi",1
"Zhong, Mingmei",1
"Sakata, Kimimasa",1
"Mizuno, Natsumi",1
"Palikhe, Sailesh",1
"Yamashita, Shigeyuki",1
"Zhang, Lichun",2
"Li, Qiuhe",1
"Liu, Zhenning",1
"Zhao, Min",1
"Zhang, MinLong",1
"Gao, Yongheng",1
"Zhao, Weiguo",1
"Yu, Gaole",1
"Jin, Faguang",5
"Jiang, Jing",1
"Ding, Renyu",2
"Li, Xin",1
"Chen, Bing",2
"Yang, Zhen",1
"Yang, Congwen",1
"Qin, Wenhan",1
"Gu, Jianteng",3
"Hu, Chuanmin",1
"Chen, An",1
"Ning, Jiaolin",2
"Yi, Bin",3
"Lu, Kaizhi",3
"Lederer, Paul A.",1
"Zhou, Tingting",1
"Mathew, Biji",3
"Zhang, Jiecheng",1
"Yu, Huajun",1
"Wang, Yu",1
"Wang, Xiaofeng",1
"Zhou, Yan",1
"Hao, CaiXia",1
"Li, Chen",1
"Huang, XiaoTing",1
"Li, XiaoHong",1
"Tang, YiTing",1
"Huang, YanHong",1
"Tang, SiYuan",1
"Feng, DanDan",1
"Xu, JianPing",1
"Yue, ShaoJie",1
"Luo, ZiQiang",1
"Caires, Nathalie De Freitas",3
"Gaudet, Alexandre",2
"Portier, Lucie",1
"Tsicopoulos, Anne",2
"Mathieu, Daniel",3
"Lassalle, Philippe",4
"Shan, Peiying",4
"Li, Zhenyu",1
"Ji, Xiao-xia",1
"Ji, Xiao-jing",1
"Li, Qian-qian",1
"Lu, Xiao-xian",1
"Wu, Xu",1
"Hu, Lijuan",1
"Gu, Wenyu",1
"Fang, Ming",1
"Zhong, Wen-hong",1
"Song, Wen-liang",1
"Deng, Yi-yu",1
"Yang, Duo-meng",1
"Xiong, Bin",1
"Wang, Hua-dong",1
"Park, Jeonghyun",1
"Liu, Airan",4
"Lee, JaeHoon",1
"Hao, Qi",1
"Lee, Jae-Woo",1
"Ma, Ruihua",1
"Wu, Pinwen",1
"Shi, Qiqing",1
"Proudfoot, Alastair G.",2
"Bayliffe, Andrew",1
"Wright, Tracey",1
"Serone, Adrian",1
"Bareille, Philippe Jean",1
"Brown, Vanessa",1
"Hamid, Umar I.",1
"Chen, Younan",1
"Wilson, Robert",1
"Cordy, Joanna",1
"Morley, Peter",1
"de Wildt, Ruud",1
"Elborn, Stuart",1
"Hind, Matthew",1
"Griffiths, Mark J.",2
"McAuley, Daniel Francis",2
"Mahapatra, Sidharth",1
"Ying, Lihua",2
"Ho, Peggy Pui-Kay",1
"Kurnellas, Michael",1
"Rothbard, Jonathan",1
"Steinman, Lawrence",1
"Cornfield, David N.",2
"Hsiao, Hsi-Min",1
"Fernandez, Ramiro",1
"Tanaka, Satona",1
"Li, Wenjun",1
"Spahn, Jessica H.",1
"Chiu, Stephen",1
"Akbarpour, Mahzad",1
"Ruiz-Perez, Daniel",1
"Wu, Qiang",1
"Turam, Cem",1
"Scozzi, Davide",1
"Takahashi, Tsuyoshi",1
"Luehmann, Hannah P.",1
"Puri, Varun",1
"Budinger, G. R. Scott",2
"Krupnick, Alexander S.",1
"Misharin, Alexander V.",1
"Lavine, Kory J.",1
"Gelman, Andrew E.",1
"Bharat, Ankit",1
"Kreisel, Daniel",1
"Zheng, Xia",1
"Zhang, Wang",1
"Hu, Xiaotong",1
"Pastukh, Viktoriya",1
"White, Roderica",1
"Li, Hongbin",1
"Shi, Huijuan",1
"Ma, Ning",1
"Zi, Panpan",1
"Liu, Qilong",1
"Sun, Rongqing",1
"Mitra, Srabani",2
"Exline, Matthew",1
"Habyarimana, Fabien",1
